,miRNA,disease,label
48180,126,306,1
48200,126,326,1
48202,126,328,1
48219,126,345,1
48252,126,378,1
48268,127,11,1
48290,127,33,1
48350,127,93,1
48383,127,126,1
48420,127,163,1
48430,127,173,1
48435,127,178,1
48519,127,262,1
48539,127,282,1
48567,127,310,1
48589,127,332,1
48635,127,378,1
48651,128,11,1
48690,128,50,1
48699,128,59,1
48733,128,93,1
48742,128,102,1
48745,128,105,1
48876,128,236,1
48950,128,310,1
48954,128,314,1
48968,128,328,1
48985,128,345,1
49004,128,364,1
49034,129,11,1
49073,129,50,1
49351,129,328,1
49368,129,345,1
49417,130,11,1
49440,130,34,1
49456,130,50,1
49465,130,59,1
49469,130,63,1
49499,130,93,1
49522,130,116,1
49553,130,147,1
49642,130,236,1
49660,130,254,1
49666,130,260,1
49668,130,262,1
49669,130,263,1
49685,130,279,1
49688,130,282,1
49696,130,290,1
49710,130,304,1
49716,130,310,1
49734,130,328,1
49770,130,364,1
49781,130,375,1
49800,131,11,1
49830,131,41,1
49839,131,50,1
49842,131,53,1
49848,131,59,1
49854,131,65,1
49882,131,93,1
49894,131,105,1
49909,131,120,1
49912,131,123,1
49915,131,126,1
49931,131,142,1
49936,131,147,1
49948,131,159,1
49995,131,206,1
50021,131,232,1
50025,131,236,1
50042,131,253,1
50046,131,257,1
50093,131,304,1
50096,131,307,1
50117,131,328,1
50134,131,345,1
50150,131,361,1
50153,131,364,1
50159,131,370,1
50167,131,378,1
50183,132,11,1
50231,132,59,1
50317,132,145,1
50408,132,236,1
50424,132,252,1
50513,132,341,1
50517,132,345,1
50566,133,11,1
50708,133,153,1
50827,133,272,1
50949,134,11,1
50988,134,50,1
51111,134,173,1
51190,134,252,1
51200,134,262,1
51201,134,263,1
51242,134,304,1
51302,134,364,1
51332,135,11,1
51382,135,61,1
51413,135,92,1
51441,135,120,1
51484,135,163,1
51486,135,165,1
51506,135,185,1
51540,135,219,1
51661,135,340,1
51696,135,375,1
51697,135,376,1
51699,135,378,1
51715,136,11,1
51744,136,40,1
51763,136,59,1
51780,136,76,1
51797,136,93,1
51849,136,145,1
51863,136,159,1
51875,136,171,1
51965,136,261,1
52045,136,341,1
52079,136,375,1
52098,137,11,1
52210,137,123,1
52386,137,299,1
52482,138,12,1
52491,138,21,1
52514,138,44,1
52520,138,50,1
52529,138,59,1
52531,138,61,1
52533,138,63,1
52534,138,64,1
52536,138,66,1
52537,138,67,1
52539,138,69,1
52563,138,93,1
52567,138,97,1
52570,138,100,1
52590,138,120,1
52596,138,126,1
52627,138,157,1
52633,138,163,1
52641,138,171,1
52643,138,173,1
52680,138,210,1
52697,138,227,1
52706,138,236,1
52711,138,241,1
52723,138,253,1
52732,138,262,1
52734,138,264,1
52746,138,276,1
52752,138,282,1
52772,138,302,1
52774,138,304,1
52777,138,307,1
52780,138,310,1
52798,138,328,1
52802,138,332,1
52808,138,338,1
52827,138,357,1
52834,138,364,1
52839,138,369,1
52847,138,377,1
52868,139,15,1
53000,139,147,1
53070,139,217,1
53143,139,290,1
53252,140,16,1
53270,140,34,1
53286,140,50,1
53295,140,59,1
53328,140,92,1
53329,140,93,1
53333,140,97,1
53343,140,107,1
53378,140,142,1
53383,140,147,1
53395,140,159,1
53399,140,163,1
53440,140,204,1
53452,140,216,1
53472,140,236,1
53489,140,253,1
53498,140,262,1
53515,140,279,1
53532,140,296,1
53543,140,307,1
53553,140,317,1
53564,140,328,1
53600,140,364,1
53613,140,377,1
53635,141,16,1
53651,141,32,1
53653,141,34,1
53669,141,50,1
53678,141,59,1
53680,141,61,1
53682,141,63,1
53684,141,65,1
53695,141,76,1
53696,141,77,1
53701,141,82,1
53707,141,88,1
53712,141,93,1
53738,141,119,1
53761,141,142,1
53764,141,145,1
53766,141,147,1
53855,141,236,1
53859,141,240,1
53871,141,252,1
53872,141,253,1
53888,141,269,1
53909,141,290,1
53926,141,307,1
53947,141,328,1
53960,141,341,1
53975,141,356,1
53983,141,364,1
53985,141,366,1
54018,142,16,1
54026,142,24,1
54052,142,50,1
54094,142,92,1
54147,142,145,1
54149,142,147,1
54182,142,180,1
54237,142,235,1
54238,142,236,1
54263,142,261,1
54292,142,290,1
54306,142,304,1
54309,142,307,1
54323,142,321,1
54325,142,323,1
54366,142,364,1
54401,143,16,1
54444,143,59,1
54448,143,63,1
54478,143,93,1
54492,143,107,1
54508,143,123,1
54591,143,206,1
54602,143,217,1
54637,143,252,1
54666,143,281,1
54730,143,345,1
54755,143,370,1
54761,143,376,1
54784,144,16,1
54818,144,50,1
54887,144,119,1
54913,144,145,1
55020,144,252,1
55021,144,253,1
55052,144,284,1
55072,144,304,1
55096,144,328,1
55104,144,336,1
55167,145,16,1
55205,145,54,1
55210,145,59,1
55280,145,129,1
55296,145,145,1
55367,145,216,1
55370,145,219,1
55387,145,236,1
55420,145,269,1
55436,145,285,1
55453,145,302,1
55472,145,321,1
55480,145,329,1
55515,145,364,1
55550,146,16,1
55584,146,50,1
55593,146,59,1
55595,146,61,1
55597,146,63,1
55599,146,65,1
55627,146,93,1
55654,146,120,1
55660,146,126,1
55690,146,156,1
55697,146,163,1
55724,146,190,1
55730,146,196,1
55750,146,216,1
55755,146,221,1
55766,146,232,1
55770,146,236,1
55787,146,253,1
55789,146,255,1
55813,146,279,1
55815,146,281,1
55816,146,282,1
55836,146,302,1
55838,146,304,1
55841,146,307,1
55844,146,310,1
55862,146,328,1
55866,146,332,1
55875,146,341,1
55876,146,342,1
55880,146,346,1
55895,146,361,1
55898,146,364,1
55911,146,377,1
55912,146,378,1
55933,147,16,1
55976,147,59,1
56136,147,219,1
56253,147,336,1
56316,148,16,1
56344,148,44,1
56349,148,49,1
56350,148,50,1
56361,148,61,1
56363,148,63,1
56365,148,65,1
56369,148,69,1
56392,148,92,1
56393,148,93,1
56419,148,119,1
56445,148,145,1
56447,148,147,1
56459,148,159,1
56476,148,176,1
56477,148,177,1
56480,148,180,1
56510,148,210,1
56536,148,236,1
56541,148,241,1
56552,148,252,1
56553,148,253,1
56576,148,276,1
56581,148,281,1
56582,148,282,1
56590,148,290,1
56604,148,304,1
56653,148,353,1
56664,148,364,1
56670,148,370,1
56677,148,377,1
56678,148,378,1
56682,148,382,1
56683,148,383,1
56700,149,17,1
56710,149,27,1
56711,149,28,1
56733,149,50,1
56742,149,59,1
56746,149,63,1
56758,149,75,1
56765,149,82,1
56776,149,93,1
56809,149,126,1
56828,149,145,1
56844,149,161,1
56846,149,163,1
56869,149,186,1
56902,149,219,1
56919,149,236,1
56923,149,240,1
56928,149,245,1
56931,149,248,1
56936,149,253,1
56942,149,259,1
56964,149,281,1
56990,149,307,1
56993,149,310,1
56999,149,316,1
57006,149,323,1
57011,149,328,1
57084,150,18,1
57116,150,50,1
57124,150,58,1
57129,150,63,1
57159,150,93,1
57177,150,111,1
57211,150,145,1
57252,150,186,1
57272,150,206,1
57282,150,216,1
57302,150,236,1
57329,150,263,1
57330,150,264,1
57332,150,266,1
57337,150,271,1
57345,150,279,1
57348,150,282,1
57392,150,326,1
57398,150,332,1
57408,150,342,1
57419,150,353,1
57430,150,364,1
57434,150,368,1
57448,150,382,1
57473,151,24,1
57482,151,33,1
57508,151,59,1
57510,151,61,1
57569,151,120,1
57573,151,124,1
57659,151,210,1
57856,152,24,1
57895,152,63,1
57952,152,120,1
58022,152,190,1
58085,152,253,1
58239,153,24,1
58274,153,59,1
58551,153,336,1
58624,154,26,1
58645,154,47,1
58648,154,50,1
58652,154,54,1
58657,154,59,1
58659,154,61,1
58661,154,63,1
58663,154,65,1
58703,154,105,1
58706,154,108,1
58717,154,119,1
58718,154,120,1
58724,154,126,1
58733,154,135,1
58743,154,145,1
58757,154,159,1
58769,154,171,1
58791,154,193,1
58800,154,202,1
58814,154,216,1
58825,154,227,1
58834,154,236,1
58838,154,240,1
58839,154,241,1
58852,154,254,1
58855,154,257,1
58860,154,262,1
58862,154,264,1
58877,154,279,1
58879,154,281,1
58880,154,282,1
58908,154,310,1
58919,154,321,1
58939,154,341,1
58940,154,342,1
58943,154,345,1
58951,154,353,1
58962,154,364,1
58975,154,377,1
59007,155,26,1
59017,155,36,1
59031,155,50,1
59040,155,59,1
59042,155,61,1
59044,155,63,1
59046,155,65,1
59152,155,171,1
59217,155,236,1
59220,155,239,1
59234,155,253,1
59263,155,282,1
59285,155,304,1
59309,155,328,1
59334,155,353,1
59351,155,370,1
59390,156,26,1
59425,156,61,1
59511,156,147,1
59527,156,163,1
59599,156,235,1
59600,156,236,1
59605,156,241,1
59617,156,253,1
59619,156,255,1
59646,156,282,1
59660,156,296,1
59668,156,304,1
59677,156,313,1
59717,156,353,1
59777,157,30,1
59785,157,38,1
59797,157,50,1
59801,157,54,1
59806,157,59,1
59812,157,65,1
59839,157,92,1
59840,157,93,1
59902,157,155,1
59983,157,236,1
60004,157,257,1
60009,157,262,1
60046,157,299,1
60049,157,302,1
60051,157,304,1
60092,157,345,1
60111,157,364,1
60162,158,32,1
60166,158,36,1
60170,158,40,1
60180,158,50,1
60181,158,51,1
60189,158,59,1
60193,158,63,1
60222,158,92,1
60223,158,93,1
60256,158,126,1
60275,158,145,1
60284,158,154,1
60293,158,163,1
60296,158,166,1
60297,158,167,1
60310,158,180,1
60340,158,210,1
60342,158,212,1
60346,158,216,1
60348,158,218,1
60349,158,219,1
60352,158,222,1
60365,158,235,1
60366,158,236,1
60370,158,240,1
60371,158,241,1
60374,158,244,1
60375,158,245,1
60378,158,248,1
60382,158,252,1
60383,158,253,1
60390,158,260,1
60396,158,266,1
60412,158,282,1
60420,158,290,1
60432,158,302,1
60434,158,304,1
60448,158,318,1
60471,158,341,1
60494,158,364,1
60503,158,373,1
60507,158,377,1
60508,158,378,1
60510,158,380,1
60545,159,32,1
60572,159,59,1
60752,159,239,1
60866,159,353,1
60928,160,32,1
60934,160,38,1
60959,160,63,1
60961,160,65,1
61055,160,159,1
61103,160,207,1
61136,160,240,1
61161,160,265,1
61260,160,364,1
61278,160,382,1
61311,161,32,1
61338,161,59,1
61371,161,92,1
61561,161,282,1
61622,161,343,1
61628,161,349,1
61695,162,33,1
61706,162,44,1
61712,162,50,1
61721,162,59,1
61725,162,63,1
61754,162,92,1
61759,162,97,1
61772,162,110,1
61781,162,119,1
61782,162,120,1
61821,162,159,1
61825,162,163,1
61848,162,186,1
61853,162,191,1
61881,162,219,1
61898,162,236,1
61909,162,247,1
61915,162,253,1
61917,162,255,1
61930,162,268,1
61931,162,269,1
61943,162,281,1
61944,162,282,1
61966,162,304,1
61969,162,307,1
61979,162,317,1
62003,162,341,1
62011,162,349,1
62026,162,364,1
62028,162,366,1
62078,163,33,1
62095,163,50,1
62104,163,59,1
62106,163,61,1
62108,163,63,1
62137,163,92,1
62155,163,110,1
62164,163,119,1
62165,163,120,1
62187,163,142,1
62204,163,159,1
62231,163,186,1
62236,163,191,1
62264,163,219,1
62271,163,226,1
62281,163,236,1
62292,163,247,1
62298,163,253,1
62306,163,261,1
62314,163,269,1
62326,163,281,1
62327,163,282,1
62349,163,304,1
62352,163,307,1
62362,163,317,1
62386,163,341,1
62394,163,349,1
62398,163,353,1
62409,163,364,1
62461,164,33,1
62472,164,44,1
62474,164,46,1
62478,164,50,1
62481,164,53,1
62487,164,59,1
62491,164,63,1
62493,164,65,1
62496,164,68,1
62520,164,92,1
62538,164,110,1
62547,164,119,1
62548,164,120,1
62587,164,159,1
62614,164,186,1
62619,164,191,1
62647,164,219,1
62660,164,232,1
62664,164,236,1
62675,164,247,1
62681,164,253,1
62690,164,262,1
62697,164,269,1
62709,164,281,1
62710,164,282,1
62732,164,304,1
62735,164,307,1
62745,164,317,1
62769,164,341,1
62777,164,349,1
62845,165,34,1
62864,165,53,1
62870,165,59,1
62872,165,61,1
62874,165,63,1
62876,165,65,1
62958,165,147,1
62970,165,159,1
63021,165,210,1
63029,165,218,1
63047,165,236,1
63051,165,240,1
63064,165,253,1
63092,165,281,1
63093,165,282,1
63101,165,290,1
63115,165,304,1
63119,165,308,1
63181,165,370,1
63188,165,377,1
63228,166,34,1
63244,166,50,1
63247,166,53,1
63255,166,61,1
63270,166,76,1
63287,166,93,1
63339,166,145,1
63341,166,147,1
63365,166,171,1
63447,166,253,1
63475,166,281,1
63476,166,282,1
63479,166,285,1
63558,166,364,1
63571,166,377,1
63611,167,34,1
63627,167,50,1
63636,167,59,1
63642,167,65,1
63684,167,107,1
63733,167,156,1
63736,167,159,1
63813,167,236,1
63816,167,239,1
63848,167,271,1
63862,167,285,1
63884,167,307,1
63907,167,330,1
63947,167,370,1
63994,168,34,1
63997,168,37,1
63998,168,38,1
64010,168,50,1
64013,168,53,1
64019,168,59,1
64029,168,69,1
64040,168,80,1
64053,168,93,1
64057,168,97,1
64080,168,120,1
64100,168,140,1
64122,168,162,1
64123,168,163,1
64131,168,171,1
64146,168,186,1
64158,168,198,1
64178,168,218,1
64196,168,236,1
64199,168,239,1
64245,168,285,1
64267,168,307,1
64274,168,314,1
64340,168,380,1
64377,169,34,1
64393,169,50,1
64402,169,59,1
64404,169,61,1
64408,169,65,1
64436,169,93,1
64485,169,142,1
64506,169,163,1
64579,169,236,1
64598,169,255,1
64605,169,262,1
64633,169,290,1
64684,169,341,1
64707,169,364,1
64709,169,366,1
64721,169,378,1
64760,170,34,1
64865,170,139,1
65102,170,376,1
65144,171,35,1
65159,171,50,1
65162,171,53,1
65168,171,59,1
65170,171,61,1
65174,171,65,1
65229,171,120,1
65254,171,145,1
65328,171,219,1
65329,171,220,1
65361,171,252,1
65379,171,270,1
65399,171,290,1
65416,171,307,1
65486,171,377,1
65487,171,378,1
65527,172,35,1
65542,172,50,1
65543,172,51,1
65551,172,59,1
65555,172,63,1
65584,172,92,1
65585,172,93,1
65683,172,191,1
65711,172,219,1
65728,172,236,1
65744,172,252,1
65749,172,257,1
65755,172,263,1
65774,172,282,1
65794,172,302,1
65796,172,304,1
65820,172,328,1
65856,172,364,1
65862,172,370,1
65869,172,377,1
65910,173,35,1
65925,173,50,1
65934,173,59,1
65940,173,65,1
65967,173,92,1
66001,173,126,1
66038,173,163,1
66046,173,171,1
66060,173,185,1
66114,173,239,1
66128,173,253,1
66179,173,304,1
66182,173,307,1
66203,173,328,1
66239,173,364,1
66252,173,377,1
66293,174,35,1
66351,174,93,1
66464,174,206,1
66511,174,253,1
66519,174,261,1
66677,175,36,1
66694,175,53,1
66700,175,59,1
66704,175,63,1
66706,175,65,1
66733,175,92,1
66734,175,93,1
66760,175,119,1
66761,175,120,1
66764,175,123,1
66783,175,142,1
66786,175,145,1
66800,175,159,1
66804,175,163,1
66812,175,171,1
66827,175,186,1
66845,175,204,1
66853,175,212,1
66860,175,219,1
66863,175,222,1
66876,175,235,1
66877,175,236,1
66878,175,237,1
66880,175,239,1
66894,175,253,1
66943,175,302,1
66948,175,307,1
66961,175,320,1
66971,175,330,1
66980,175,339,1
66982,175,341,1
66996,175,355,1
66999,175,358,1
67004,175,363,1
67005,175,364,1
67018,175,377,1
67060,176,36,1
67074,176,50,1
67083,176,59,1
67085,176,61,1
67089,176,65,1
67117,176,93,1
67143,176,119,1
67144,176,120,1
67147,176,123,1
67150,176,126,1
67169,176,145,1
67243,176,219,1
67260,176,236,1
67276,176,252,1
67277,176,253,1
67279,176,255,1
67303,176,279,1
67352,176,328,1
67380,176,356,1
67443,177,36,1
67457,177,50,1
67468,177,61,1
67500,177,93,1
67507,177,100,1
67552,177,145,1
67592,177,185,1
67624,177,217,1
67660,177,253,1
67678,177,271,1
67684,177,277,1
67698,177,291,1
67771,177,364,1
67777,177,370,1
67784,177,377,1
67826,178,36,1
67828,178,38,1
67831,178,41,1
67840,178,50,1
67849,178,59,1
67851,178,61,1
67855,178,65,1
67882,178,92,1
67883,178,93,1
67897,178,107,1
67916,178,126,1
67935,178,145,1
67996,178,206,1
68022,178,232,1
68026,178,236,1
68029,178,239,1
68030,178,240,1
68043,178,253,1
68094,178,304,1
68097,178,307,1
68118,178,328,1
68146,178,356,1
68147,178,357,1
68152,178,362,1
68154,178,364,1
68159,178,369,1
68166,178,376,1
68209,179,36,1
68323,179,150,1
68426,179,253,1
68594,180,38,1
68605,180,49,1
68606,180,50,1
68615,180,59,1
68619,180,63,1
68621,180,65,1
68649,180,93,1
68682,180,126,1
68719,180,163,1
68799,180,243,1
68841,180,285,1
68911,180,355,1
68920,180,364,1
68926,180,370,1
68977,181,38,1
68993,181,54,1
68998,181,59,1
69004,181,65,1
69084,181,145,1
69086,181,147,1
69098,181,159,1
69158,181,219,1
69160,181,221,1
69208,181,269,1
69224,181,285,1
69243,181,304,1
69360,182,38,1
69381,182,59,1
69383,182,61,1
69410,182,88,1
69423,182,101,1
69445,182,123,1
69485,182,163,1
69539,182,217,1
69552,182,230,1
69558,182,236,1
69607,182,285,1
69629,182,307,1
69653,182,331,1
69675,182,353,1
69686,182,364,1
69699,182,377,1
69743,183,38,1
69764,183,59,1
69768,183,63,1
69850,183,145,1
69868,183,163,1
69941,183,236,1
69956,183,251,1
69967,183,262,1
69984,183,279,1
70126,184,38,1
70241,184,153,1
70259,184,171,1
70390,184,302,1
70509,185,38,1
70530,185,59,1
70634,185,163,1
70652,185,181,1
70733,185,262,1
70773,185,302,1
70797,185,326,1
70892,186,38,1
70999,186,145,1
71094,186,240,1
71105,186,251,1
71106,186,252,1
71275,187,38,1
71296,187,59,1
71477,187,240,1
71490,187,253,1
71563,187,326,1
71613,187,376,1
71658,188,38,1
71967,188,347,1
72041,189,38,1
72096,189,93,1
72230,189,227,1
72305,189,302,1
72424,190,38,1
72436,190,50,1
72438,190,52,1
72596,190,210,1
72603,190,217,1
72605,190,219,1
72608,190,222,1
72624,190,238,1
72625,190,239,1
72667,190,281,1
72668,190,282,1
72809,191,40,1
72819,191,50,1
72822,191,53,1
72895,191,126,1
72899,191,130,1
72914,191,145,1
72916,191,147,1
72928,191,159,1
72932,191,163,1
73022,191,253,1
73051,191,282,1
73073,191,304,1
73092,191,323,1
73129,191,360,1
73133,191,364,1
73145,191,376,1
73147,191,378,1
73192,192,40,1
73205,192,53,1
73299,192,147,1
73390,192,238,1
73434,192,282,1
73499,192,347,1
73516,192,364,1
73521,192,369,1
73522,192,370,1
73575,193,40,1
73588,193,53,1
73594,193,59,1
73609,193,74,1
73628,193,93,1
73698,193,163,1
73704,193,169,1
73708,193,173,1
73767,193,232,1
73817,193,282,1
73818,193,283,1
73899,193,364,1
73904,193,369,1
73913,193,378,1
73958,194,40,1
73968,194,50,1
73971,194,53,1
73977,194,59,1
73992,194,74,1
74000,194,82,1
74011,194,93,1
74052,194,134,1
74065,194,147,1
74081,194,163,1
74087,194,169,1
74170,194,252,1
74200,194,282,1
74201,194,283,1
74238,194,320,1
74246,194,328,1
74282,194,364,1
74287,194,369,1
74341,195,40,1
74351,195,50,1
74425,195,124,1
74448,195,147,1
74553,195,252,1
74554,195,253,1
74605,195,304,1
74724,196,40,1
74734,196,50,1
74743,196,59,1
74745,196,61,1
74804,196,120,1
74834,196,150,1
74847,196,163,1
74998,196,314,1
75048,196,364,1
75060,196,376,1
75111,197,44,1
75126,197,59,1
75494,198,44,1
75543,198,93,1
75826,198,376,1
75877,199,44,1
75883,199,50,1
75886,199,53,1
75892,199,59,1
75896,199,63,1
75978,199,145,1
75980,199,147,1
75992,199,159,1
75996,199,163,1
76086,199,253,1
76115,199,282,1
76137,199,304,1
76156,199,323,1
76178,199,345,1
76193,199,360,1
76197,199,364,1
76261,200,45,1
76266,200,50,1
76277,200,61,1
76279,200,63,1
76309,200,93,1
76336,200,120,1
76361,200,145,1
76422,200,206,1
76456,200,240,1
76498,200,282,1
76523,200,307,1
76537,200,321,1
76544,200,328,1
76563,200,347,1
76593,200,377,1
76648,201,49,1
76649,201,50,1
76658,201,59,1
76705,201,106,1
76744,201,145,1
76746,201,147,1
76821,201,222,1
76835,201,236,1
76860,201,261,1
77031,202,49,1
77041,202,59,1
77075,202,93,1
77129,202,147,1
77145,202,163,1
77217,202,235,1
77222,202,240,1
77234,202,252,1
77264,202,282,1
77267,202,285,1
77272,202,290,1
77286,202,304,1
77335,202,353,1
77415,203,50,1
77458,203,93,1
77484,203,119,1
77601,203,236,1
77672,203,307,1
77688,203,323,1
77718,203,353,1
77798,204,50,1
77807,204,59,1
77811,204,63,1
77841,204,93,1
77843,204,95,1
77861,204,113,1
77879,204,131,1
77880,204,132,1
77904,204,156,1
77906,204,158,1
77916,204,168,1
77917,204,169,1
77918,204,170,1
77919,204,171,1
77920,204,172,1
77932,204,184,1
77933,204,185,1
77938,204,190,1
77973,204,225,1
77977,204,229,1
77979,204,231,1
77980,204,232,1
77988,204,240,1
78001,204,253,1
78009,204,261,1
78030,204,282,1
78055,204,307,1
78076,204,328,1
78104,204,356,1
78112,204,364,1
78114,204,366,1
78118,204,370,1
78181,205,50,1
78564,206,50,1
78947,207,50,1
78958,207,61,1
79330,208,50,1
79339,208,59,1
79343,208,63,1
79372,208,92,1
79461,208,181,1
79713,209,50,1
80096,210,50,1
80107,210,61,1
80139,210,93,1
80166,210,120,1
80172,210,126,1
80282,210,236,1
80286,210,240,1
80298,210,252,1
80299,210,253,1
80331,210,285,1
80348,210,302,1
80350,210,304,1
80353,210,307,1
80374,210,328,1
80387,210,341,1
80410,210,364,1
80423,210,377,1
80479,211,50,1
80862,212,50,1
81148,212,336,1
81245,213,50,1
81254,213,59,1
81505,213,310,1
81571,213,376,1
81628,214,50,1
81639,214,61,1
81641,214,63,1
81859,214,281,1
81906,214,328,1
81942,214,364,1
81948,214,370,1
82011,215,50,1
82394,216,50,1
82403,216,59,1
82405,216,61,1
82409,216,65,1
82432,216,88,1
82437,216,93,1
82439,216,95,1
82489,216,145,1
82491,216,147,1
82503,216,159,1
82507,216,163,1
82513,216,169,1
82534,216,190,1
82535,216,191,1
82542,216,198,1
82554,216,210,1
82560,216,216,1
82561,216,217,1
82563,216,219,1
82565,216,221,1
82580,216,236,1
82581,216,237,1
82584,216,240,1
82585,216,241,1
82592,216,248,1
82597,216,253,1
82604,216,260,1
82613,216,269,1
82626,216,282,1
82629,216,285,1
82643,216,299,1
82646,216,302,1
82665,216,321,1
82667,216,323,1
82673,216,329,1
82708,216,364,1
82710,216,366,1
82714,216,370,1
82722,216,378,1
82777,217,50,1
82786,217,59,1
82943,217,216,1
83031,217,304,1
83065,217,338,1
83070,217,343,1
83091,217,364,1
83160,218,50,1
83203,218,93,1
83543,219,50,1
83552,219,59,1
83554,219,61,1
83556,219,63,1
83560,219,67,1
83579,219,86,1
83586,219,93,1
83612,219,119,1
83656,219,163,1
83666,219,173,1
83667,219,174,1
83703,219,210,1
83712,219,219,1
83729,219,236,1
83745,219,252,1
83755,219,262,1
83775,219,282,1
83800,219,307,1
83803,219,310,1
83819,219,326,1
83857,219,364,1
83863,219,370,1
83870,219,377,1
83926,220,50,1
84021,220,145,1
84309,221,50,1
84318,221,59,1
84379,221,120,1
84692,222,50,1
84701,222,59,1
84707,222,65,1
84749,222,107,1
84787,222,145,1
84789,222,147,1
84848,222,206,1
84877,222,235,1
84882,222,240,1
84887,222,245,1
84895,222,253,1
84897,222,255,1
84924,222,282,1
84946,222,304,1
84965,222,323,1
84987,222,345,1
84995,222,353,1
85006,222,364,1
85016,222,374,1
85020,222,378,1
85075,223,50,1
85084,223,59,1
85086,223,61,1
85088,223,63,1
85090,223,65,1
85103,223,78,1
85104,223,79,1
85117,223,92,1
85118,223,93,1
85170,223,145,1
85172,223,147,1
85188,223,163,1
85261,223,236,1
85265,223,240,1
85277,223,252,1
85278,223,253,1
85306,223,281,1
85307,223,282,1
85310,223,285,1
85329,223,304,1
85332,223,307,1
85353,223,328,1
85389,223,364,1
85395,223,370,1
85402,223,377,1
85403,223,378,1
85458,224,50,1
85467,224,59,1
85500,224,92,1
85501,224,93,1
85528,224,120,1
85534,224,126,1
85553,224,145,1
85564,224,156,1
85571,224,163,1
85590,224,182,1
85624,224,216,1
85644,224,236,1
85649,224,241,1
85661,224,253,1
85669,224,261,1
85670,224,262,1
85690,224,282,1
85712,224,304,1
85716,224,308,1
85718,224,310,1
85736,224,328,1
85772,224,364,1
85778,224,370,1
85841,225,50,1
85850,225,59,1
85854,225,63,1
85884,225,93,1
85935,225,144,1
85936,225,145,1
85938,225,147,1
85964,225,173,1
85983,225,192,1
86010,225,219,1
86027,225,236,1
86028,225,237,1
86043,225,252,1
86073,225,282,1
86076,225,285,1
86095,225,304,1
86098,225,307,1
86119,225,328,1
86134,225,343,1
86155,225,364,1
86166,225,375,1
86168,225,377,1
86224,226,50,1
86607,227,50,1
86616,227,59,1
86622,227,65,1
86626,227,69,1
86649,227,92,1
86664,227,107,1
86704,227,147,1
86719,227,162,1
86720,227,163,1
86728,227,171,1
86737,227,180,1
86748,227,191,1
86763,227,206,1
86773,227,216,1
86776,227,219,1
86789,227,232,1
86793,227,236,1
86797,227,240,1
86817,227,260,1
86828,227,271,1
86839,227,282,1
86859,227,302,1
86864,227,307,1
86880,227,323,1
86898,227,341,1
86910,227,353,1
86921,227,364,1
86929,227,372,1
86934,227,377,1
86937,227,380,1
86990,228,50,1
87015,228,75,1
87306,228,366,1
87373,229,50,1
87486,229,163,1
87542,229,219,1
87585,229,262,1
87668,229,345,1
87756,230,50,1
87759,230,53,1
87763,230,57,1
87765,230,59,1
87769,230,63,1
87798,230,92,1
87851,230,145,1
87853,230,147,1
87865,230,159,1
87869,230,163,1
87958,230,252,1
87959,230,253,1
87988,230,282,1
88010,230,304,1
88029,230,323,1
88066,230,360,1
88070,230,364,1
88076,230,370,1
88139,231,50,1
88142,231,53,1
88234,231,145,1
88236,231,147,1
88248,231,159,1
88341,231,252,1
88342,231,253,1
88371,231,282,1
88393,231,304,1
88412,231,323,1
88449,231,360,1
88453,231,364,1
88522,232,50,1
88905,233,50,1
89288,234,50,1
89297,234,59,1
89301,234,63,1
89331,234,93,1
89338,234,100,1
89343,234,105,1
89345,234,107,1
89401,234,163,1
89436,234,198,1
89491,234,253,1
89500,234,262,1
89505,234,267,1
89542,234,304,1
89566,234,328,1
89602,234,364,1
89671,235,50,1
89680,235,59,1
89684,235,63,1
89721,235,100,1
90054,236,50,1
90063,236,59,1
90104,236,100,1
90353,236,349,1
90437,237,50,1
90446,237,59,1
90820,238,50,1
90833,238,63,1
90863,238,93,1
90893,238,123,1
90933,238,163,1
90980,238,210,1
91023,238,253,1
91060,238,290,1
91074,238,304,1
91089,238,319,1
91090,238,320,1
91203,239,50,1
91246,239,93,1
91248,239,95,1
91316,239,163,1
91443,239,290,1
91517,239,364,1
91586,240,50,1
91595,240,59,1
91599,240,63,1
91628,240,92,1
91656,240,120,1
91659,240,123,1
91699,240,163,1
91772,240,236,1
91775,240,239,1
91789,240,253,1
91854,240,318,1
91969,241,50,1
91978,241,59,1
91982,241,63,1
92011,241,92,1
92039,241,120,1
92082,241,163,1
92155,241,236,1
92158,241,239,1
92172,241,253,1
92352,242,50,1
92365,242,63,1
92395,242,93,1
92426,242,124,1
92447,242,145,1
92449,242,147,1
92465,242,163,1
92555,242,253,1
92567,242,265,1
92584,242,282,1
92606,242,304,1
92680,242,378,1
92735,243,50,1
92746,243,61,1
92995,243,310,1
93049,243,364,1
93118,244,50,1
93127,244,59,1
93320,244,252,1
93396,244,328,1
93413,244,345,1
93432,244,364,1
93501,245,50,1
93753,245,302,1
93774,245,323,1
93884,246,50,1
93887,246,53,1
93893,246,59,1
93899,246,65,1
93927,246,93,1
93997,246,163,1
94072,246,238,1
94073,246,239,1
94105,246,271,1
94164,246,330,1
94267,247,50,1
94276,247,59,1
94280,247,63,1
94343,247,126,1
94362,247,145,1
94524,247,307,1
94650,248,50,1
95033,249,50,1
95416,250,50,1
95425,250,59,1
95799,251,50,1
95808,251,59,1
96182,252,50,1
